epoch,batch,loss,time_per_10_steps
2,80,0.1463,31.5628
2,90,0.1560,33.3453
2,100,0.1134,33.2650
2,110,0.1656,27.5095
2,120,0.1363,26.1063
2,130,0.1621,27.2470
2,140,0.1352,26.8728
2,150,0.1538,25.8639
2,160,0.1599,26.9124
2,170,0.1295,25.7709
2,180,0.1296,25.5843
2,190,0.1114,27.7290
2,200,0.0972,31.3647
2,210,0.1318,28.9553
2,220,0.1384,29.3422
2,230,0.1958,30.9303
2,240,0.1212,32.5254
2,250,0.1475,31.2737
2,260,0.1244,25.7287
2,270,0.1574,25.7219
2,280,0.1675,26.3965
2,290,0.0909,30.9864
2,300,0.1230,33.6658
2,310,0.1143,30.7240
2,320,0.1086,25.5142
2,330,0.1266,28.9466
2,340,0.1219,28.6638
2,350,0.1031,27.0047
2,360,0.1666,29.1243
2,370,0.0924,28.7202
2,380,0.0947,26.2290
2,390,0.1077,26.2345
2,400,0.1277,28.5906
2,410,0.1300,29.5072
2,420,0.1683,28.7855
2,430,0.1662,35.5680
2,440,0.1603,34.9149
2,450,0.1193,29.6051
2,460,0.0980,26.2197
2,470,0.1215,29.2293
2,480,0.1356,26.9941
2,490,0.1045,28.1219
2,500,0.1351,28.4942
2,510,0.1449,27.2419
2,520,0.1184,26.7222
2,530,0.1440,25.8737
2,540,0.0816,28.8874
2,550,0.1295,31.4958
2,560,0.1252,26.7858
2,570,0.1401,26.9200
2,580,0.1004,29.3200
2,590,0.1002,34.5589
2,600,0.1318,30.8127
2,610,0.0928,30.6159
2,620,0.0888,34.2494
2,630,0.0960,31.7034
2,640,0.1560,31.0612
2,650,0.1317,31.3455
2,660,0.0920,31.2592
2,670,0.0965,32.3881
2,680,0.1222,30.6208
2,690,0.0910,33.6259
2,700,0.1118,30.8920
2,710,0.1179,30.8841
2,720,0.1440,30.4177
2,730,0.1145,30.7431
2,740,0.0817,31.1425
2,750,0.1368,30.5238
2,760,0.1416,31.0139
2,770,0.0917,30.8534
2,780,0.0916,30.8782
2,790,0.1348,31.0181
2,800,0.0879,30.9545
2,810,0.0914,30.9256
2,820,0.1213,31.2553
2,830,0.0838,31.5763
2,840,0.0772,30.7466
2,850,0.1255,29.9493
2,860,0.1401,26.1772
2,870,0.0859,25.9000
2,880,0.1329,26.0297
2,890,0.1014,25.8004
2,900,0.0995,25.7961
2,910,0.0876,26.4811
2,920,0.1005,25.9757
2,930,0.0970,25.7235
3,10,0.1049,32.4770
3,20,0.1226,30.7387
3,30,0.0880,27.8899
3,40,0.0922,26.0860
3,50,0.0903,25.7163
3,60,0.0655,25.9648
3,70,0.0904,27.3172
3,80,0.1031,26.4992
3,90,0.0868,25.5869
3,100,0.0946,25.9362
3,110,0.0799,27.6816
3,120,0.0917,32.0817
3,130,0.0852,33.1334
3,140,0.0865,30.3629
3,150,0.0566,28.2975
3,160,0.0635,23.9330
3,170,0.0846,24.6042
3,180,0.0760,23.1245
3,190,0.0838,23.5237
3,200,0.0806,21.7990
3,210,0.1040,22.3649
3,220,0.0775,21.4150
3,230,0.0648,22.5946
3,240,0.0843,24.4382
3,250,0.0600,23.6747
3,260,0.0662,25.5481
3,270,0.1155,22.3156
3,280,0.0790,21.6401
3,290,0.0699,23.7928
3,300,0.0662,21.1185
3,310,0.0827,20.4818
3,320,0.0723,19.1938
3,330,0.0597,19.6709
3,340,0.0811,19.1810
3,350,0.0968,19.4611
3,360,0.0954,20.9466
3,370,0.1075,22.4522
3,380,0.1123,22.0154
3,390,0.0669,22.1074
3,400,0.0912,19.9534
3,410,0.0640,19.4348
3,420,0.1014,19.7481
3,430,0.0981,19.7159
3,440,0.0711,19.3260
3,450,0.1000,19.4924
3,460,0.0663,19.8040
3,470,0.0786,19.2614
3,480,0.0900,19.6189
3,490,0.0951,19.4330
3,500,0.0732,19.4214
3,510,0.0626,20.0355
3,520,0.0908,20.9263
3,530,0.0582,20.8949
3,540,0.0639,21.3643
3,550,0.0653,22.6011
3,560,0.0647,22.6966
3,570,0.1140,22.0491
3,580,0.1137,21.2193
3,590,0.0860,23.2354
3,600,0.1161,22.7477
3,610,0.0646,22.5520
